week_ending,month,week_of_month,week_of_year,store,concept,sales,group_meal,guest_count
8/27/2017,Aug,4,34,MF1,Mighty Fine,48392,0,5028
8/27/2017,Aug,4,34,MF2,Mighty Fine,40612,0,4281
8/27/2017,Aug,4,34,MF3,Mighty Fine,43377,0,4573
8/27/2017,Aug,4,34,MF4,Mighty Fine,54624,0,5797
8/27/2017,Aug,4,34,MFT1,Mighty Fine,0,0,0
8/27/2017,Aug,4,34,MFT2,Mighty Fine,5579,0,1556
8/27/2017,Aug,4,34,Lamar,Rudys,0,0,0
8/27/2017,Aug,4,34,620,Rudys,124040,16906.69,5686
8/27/2017,Aug,4,34,Round Rock,Rudys,194392,34034.2,8619
8/27/2017,Aug,4,34,360,Rudys,173285,34783.19,7428
8/27/2017,Aug,4,34,183,Rudys,215749,41099.97,9877
9/3/2017,Sep,1,35,MF1,Mighty Fine,54846,0,5701
9/3/2017,Sep,1,35,MF2,Mighty Fine,50646,0,5297
9/3/2017,Sep,1,35,MF3,Mighty Fine,54996,0,5861
9/3/2017,Sep,1,35,MF4,Mighty Fine,57675,0,6182
9/3/2017,Sep,1,35,MFT1,Mighty Fine,158,0,93
9/3/2017,Sep,1,35,MFT2,Mighty Fine,19448,0,1985
9/3/2017,Sep,1,35,Lamar,Rudys,0,0,0
9/3/2017,Sep,1,35,620,Rudys,142533,24717.76,6292
9/3/2017,Sep,1,35,Round Rock,Rudys,220848,27658.11,10362
9/3/2017,Sep,1,35,360,Rudys,217981,46237.58,8996
9/3/2017,Sep,1,35,183,Rudys,253519,55414.73,10934
9/10/2017,Sep,2,36,MF1,Mighty Fine,54250,0,5564
9/10/2017,Sep,2,36,MF2,Mighty Fine,54248,0,5658
9/10/2017,Sep,2,36,MF3,Mighty Fine,51542,0,5436
9/10/2017,Sep,2,36,MF4,Mighty Fine,57051,0,6097
9/10/2017,Sep,2,36,MFT1,Mighty Fine,0,0,0
9/10/2017,Sep,2,36,MFT2,Mighty Fine,19358,0,1996
9/10/2017,Sep,2,36,Lamar,Rudys,0,0,0
9/10/2017,Sep,2,36,620,Rudys,132753,15364.12,6322
9/10/2017,Sep,2,36,Round Rock,Rudys,227892,26567.95,10792
9/10/2017,Sep,2,36,360,Rudys,220078,40090.64,9660
9/10/2017,Sep,2,36,183,Rudys,243619,48241.35,10730
9/17/2017,Sep,3,37,MF1,Mighty Fine,55213,0,5658
9/17/2017,Sep,3,37,MF2,Mighty Fine,49563,0,5159
9/17/2017,Sep,3,37,MF3,Mighty Fine,46940,0,4933
9/17/2017,Sep,3,37,MF4,Mighty Fine,53461,0,5672
9/17/2017,Sep,3,37,MFT1,Mighty Fine,2136,0,206
9/17/2017,Sep,3,37,MFT2,Mighty Fine,19106,0,1951
9/17/2017,Sep,3,37,Lamar,Rudys,0,0,0
9/17/2017,Sep,3,37,620,Rudys,122768,16572.44,5661
9/17/2017,Sep,3,37,360,Rudys,190842,29864.63,8491
9/17/2017,Sep,3,37,Round Rock,Rudys,203195,30658.14,9285
9/17/2017,Sep,3,37,183,Rudys,228488,45730.97,10115
9/24/2017,Sep,4,38,MF1,Mighty Fine,52569,0,5410
9/24/2017,Sep,4,38,MF2,Mighty Fine,47932,0,4992
9/24/2017,Sep,4,38,MF3,Mighty Fine,50088,0,5209
9/24/2017,Sep,4,38,MF4,Mighty Fine,54562,0,5858
9/24/2017,Sep,4,38,MFT1,Mighty Fine,0,0,0
9/24/2017,Sep,4,38,MFT2,Mighty Fine,18826,0,1918
9/24/2017,Sep,4,38,Lamar,Rudys,0,0,0
9/24/2017,Sep,4,38,620,Rudys,124695,17513.79,5693
9/24/2017,Sep,4,38,360,Rudys,191736,34666.62,8339
9/24/2017,Sep,4,38,Round Rock,Rudys,218148,38971.26,9657
9/24/2017,Sep,4,38,183,Rudys,229070,48840.68,9977
10/1/2017,Sep,5,39,MF1,Mighty Fine,51455,0,5319
10/1/2017,Sep,5,39,MF2,Mighty Fine,46995,0,4945
10/1/2017,Sep,5,39,MF3,Mighty Fine,48430,0,5089
10/1/2017,Sep,5,39,MF4,Mighty Fine,50944,0,5441
10/1/2017,Sep,5,39,MFT1,Mighty Fine,5862,0,1008
10/1/2017,Sep,5,39,MFT2,Mighty Fine,16986,0,1736
10/1/2017,Sep,5,39,Lamar,Rudys,0,0,0
10/1/2017,Sep,5,39,620,Rudys,122816,16473.38,5687
10/1/2017,Sep,5,39,Round Rock,Rudys,201925,31846.14,9253
10/1/2017,Sep,5,39,360,Rudys,200768,45099.01,8278
10/1/2017,Sep,5,39,183,Rudys,225655,49475.55,9641
10/8/2017,Oct,1,40,MF1,Mighty Fine,52895,0,5476
10/8/2017,Oct,1,40,MF2,Mighty Fine,46118,0,4879
10/8/2017,Oct,1,40,MF3,Mighty Fine,50595,0,5314
10/8/2017,Oct,1,40,MF4,Mighty Fine,57512,0,6179
10/8/2017,Oct,1,40,MFT1,Mighty Fine,7473.13,0,811
10/8/2017,Oct,1,40,MFT2,Mighty Fine,18995,0,1898
10/8/2017,Oct,1,40,Lamar,Rudys,0,0,0
10/8/2017,Oct,1,40,620,Rudys,129287,17225.05,5962
10/8/2017,Oct,1,40,Round Rock,Rudys,214421,30342.38,9666
10/8/2017,Oct,1,40,360,Rudys,200094,37792.76,8593
10/8/2017,Oct,1,40,183,Rudys,247666,52222.24,10654
10/15/2017,Oct,2,41,MF1,Mighty Fine,55013,0,5596
10/15/2017,Oct,2,41,MF2,Mighty Fine,49026,0,5072
10/15/2017,Oct,2,41,MF3,Mighty Fine,50627,0,5232
10/15/2017,Oct,2,41,MF4,Mighty Fine,57074,0,6037
10/15/2017,Oct,2,41,MFT1,Mighty Fine,0,0,0
10/15/2017,Oct,2,41,MFT2,Mighty Fine,20024,0,1993
10/15/2017,Oct,2,41,Lamar,Rudys,0,0,0
10/15/2017,Oct,2,41,620,Rudys,132092,17119.46,5995
10/15/2017,Oct,2,41,Round Rock,Rudys,218460,34218.78,9853
10/15/2017,Oct,2,41,360,Rudys,214054,45759.26,8892
10/15/2017,Oct,2,41,183,Rudys,240150,47153.16,10582
10/22/2017,Oct,3,42,MF1,Mighty Fine,54832,0,5533
10/22/2017,Oct,3,42,MF2,Mighty Fine,48904,0,5018
10/22/2017,Oct,3,42,MF3,Mighty Fine,54830,0,5665
10/22/2017,Oct,3,42,MF4,Mighty Fine,57407,0,6043
10/22/2017,Oct,3,42,MFT1,Mighty Fine,8703,0,1207
10/22/2017,Oct,3,42,MFT2,Mighty Fine,20705,0,2049
10/22/2017,Oct,3,42,Lamar,Rudys,0,0,0
10/22/2017,Oct,3,42,620,Rudys,126459,17332.02,5867
10/22/2017,Oct,3,42,Round Rock,Rudys,221084,33313.07,10018
10/22/2017,Oct,3,42,360,Rudys,223484,46797.94,9418
10/22/2017,Oct,3,42,183,Rudys,247741,50570.01,10718
10/29/2017,Oct,4,43,MF1,Mighty Fine,54942,0,5540
10/29/2017,Oct,4,43,MF2,Mighty Fine,51945,0,5338
10/29/2017,Oct,4,43,MF3,Mighty Fine,49885,0,5150
10/29/2017,Oct,4,43,MF4,Mighty Fine,57376,0,6009
10/29/2017,Oct,4,43,MFT1,Mighty Fine,3717,0,325
10/29/2017,Oct,4,43,MFT2,Mighty Fine,20724,0,2060
10/29/2017,Oct,4,43,Lamar,Rudys,0,0,0
10/29/2017,Oct,4,43,620,Rudys,121120,14583.66,5688
10/29/2017,Oct,4,43,Round Rock,Rudys,202972,35638.18,9108
10/29/2017,Oct,4,43,183,Rudys,239853,47934.99,10362
10/29/2017,Oct,4,43,360,Rudys,208731,50751.6,8462
11/5/2017,Nov,1,44,MF1,Mighty Fine,54148,0,5477
11/5/2017,Nov,1,44,MF2,Mighty Fine,47562,0,4893
11/5/2017,Nov,1,44,MF3,Mighty Fine,53842,0,5571
11/5/2017,Nov,1,44,MF4,Mighty Fine,57717,0,6153
11/5/2017,Nov,1,44,MFT1,Mighty Fine,2896,0,456
11/5/2017,Nov,1,44,MFT2,Mighty Fine,19331,0,1932
11/5/2017,Nov,1,44,Lamar,Rudys,0,0,0
11/5/2017,Nov,1,44,620,Rudys,122294,18698.91,5512
11/5/2017,Nov,1,44,Round Rock,Rudys,209474,35801.52,9381
11/5/2017,Nov,1,44,360,Rudys,213306,55337.16,8444
11/5/2017,Nov,1,44,183,Rudys,243941,59283.1,10077
11/12/2017,Nov,2,45,MF1,Mighty Fine,55902,0,5587
11/12/2017,Nov,2,45,MF2,Mighty Fine,50512,0,5139
11/12/2017,Nov,2,45,MF3,Mighty Fine,56449,0,5885
11/12/2017,Nov,2,45,MF4,Mighty Fine,58123,0,6132
11/12/2017,Nov,2,45,MFT1,Mighty Fine,5463,0,431
11/12/2017,Nov,2,45,MFT2,Mighty Fine,18040,0,1795
11/12/2017,Nov,2,45,Lamar,Rudys,0,0,0
11/12/2017,Nov,2,45,620,Rudys,123171,16623.62,5687
11/12/2017,Nov,2,45,Round Rock,Rudys,204051,27691.92,9512
11/12/2017,Nov,2,45,360,Rudys,207554,50999.2,8288
11/12/2017,Nov,2,45,183,Rudys,249819,62592.59,10325
11/19/2017,Nov,3,46,MF1,Mighty Fine,56303,0,5622
11/19/2017,Nov,3,46,MF2,Mighty Fine,50468,0,5194
11/19/2017,Nov,3,46,MF3,Mighty Fine,53429,0,5536
11/19/2017,Nov,3,46,MF4,Mighty Fine,56070,0,5905
11/19/2017,Nov,3,46,MFT1,Mighty Fine,1594,0,200
11/19/2017,Nov,3,46,MFT2,Mighty Fine,20565,0,2034
11/19/2017,Nov,3,46,Lamar,Rudys,0,0,0
11/19/2017,Nov,3,46,620,Rudys,123721,17606.19,5721
11/19/2017,Nov,3,46,Round Rock,Rudys,204029,33196.58,9227
11/19/2017,Nov,3,46,360,Rudys,207296,53706.28,8215
11/19/2017,Nov,3,46,183,Rudys,255176,67213.21,10359
11/26/2017,Nov,4,47,MF1,Mighty Fine,55359,0,5677
11/26/2017,Nov,4,47,MF2,Mighty Fine,54933,0,5630
11/26/2017,Nov,4,47,MF3,Mighty Fine,61798,0,6421
11/26/2017,Nov,4,47,MF4,Mighty Fine,61397,0,6506
11/26/2017,Nov,4,47,MFT1,Mighty Fine,7062.63,0,523
11/26/2017,Nov,4,47,MFT2,Mighty Fine,17218,0,1733
11/26/2017,Nov,4,47,Lamar,Rudys,0,0,0
11/26/2017,Nov,4,47,620,Rudys,138406,15587.42,5722
11/26/2017,Nov,4,47,Round Rock,Rudys,247880,44595.08,9874
11/26/2017,Nov,4,47,360,Rudys,235129,52272.13,9059
11/26/2017,Nov,4,47,183,Rudys,262425,56149.44,10036
12/3/2017,Dec,1,48,MF1,Mighty Fine,56441,0,5708
12/3/2017,Dec,1,48,MF2,Mighty Fine,51738,0,5326
12/3/2017,Dec,1,48,MF3,Mighty Fine,53160,0,5530
12/3/2017,Dec,1,48,MF4,Mighty Fine,55610,0,5884
12/3/2017,Dec,1,48,MFT1,Mighty Fine,0,0,0
12/3/2017,Dec,1,48,MFT2,Mighty Fine,20465,0,2027
12/3/2017,Dec,1,48,Lamar,Rudys,0,0,0
12/3/2017,Dec,1,48,620,Rudys,108124,12548.33,5176
12/3/2017,Dec,1,48,Round Rock,Rudys,170400,23829.93,7967
12/3/2017,Dec,1,48,183,Rudys,220312,45423.76,9482
12/3/2017,Dec,1,48,360,Rudys,193915,56021.7,7375
12/10/2017,Dec,2,49,MF1,Mighty Fine,71990,0,7145
12/10/2017,Dec,2,49,MF2,Mighty Fine,66601,0,6585
12/10/2017,Dec,2,49,MF3,Mighty Fine,66435,0,6649
12/10/2017,Dec,2,49,MF4,Mighty Fine,70175,0,7185
12/10/2017,Dec,2,49,MFT1,Mighty Fine,0,0,0
12/10/2017,Dec,2,49,MFT2,Mighty Fine,19312,0,1929
12/10/2017,Dec,2,49,Lamar,Rudys,0,0,0
12/10/2017,Dec,2,49,620,Rudys,117389,18462.99,5410
12/10/2017,Dec,2,49,Round Rock,Rudys,190110,36839.44,8428
12/10/2017,Dec,2,49,360,Rudys,198059,53483.15,7850
12/10/2017,Dec,2,49,183,Rudys,231753,58639.36,9563
12/17/2017,Dec,3,50,MF1,Mighty Fine,59169,0,5931
12/17/2017,Dec,3,50,MF2,Mighty Fine,56498,0,5769
12/17/2017,Dec,3,50,MF3,Mighty Fine,57158,0,5810
12/17/2017,Dec,3,50,MF4,Mighty Fine,65241,0,6829
12/17/2017,Dec,3,50,MFT1,Mighty Fine,0,0,0
12/17/2017,Dec,3,50,MFT2,Mighty Fine,17679,0,1794
12/17/2017,Dec,3,50,Lamar,Rudys,0,0,0
12/17/2017,Dec,3,50,620,Rudys,119084,16169.39,5494
12/17/2017,Dec,3,50,Round Rock,Rudys,212648,58981.2,8435
12/17/2017,Dec,3,50,360,Rudys,217599,76692.53,8030
12/17/2017,Dec,3,50,183,Rudys,265772,84752.18,9938
12/24/2017,Dec,4,51,MF1,Mighty Fine,58463,0,5906
12/24/2017,Dec,4,51,MF2,Mighty Fine,56015,0,5709
12/24/2017,Dec,4,51,MF3,Mighty Fine,59716,0,6099
12/24/2017,Dec,4,51,MF4,Mighty Fine,63620,0,6651
12/24/2017,Dec,4,51,MFT1,Mighty Fine,0,0,0
12/24/2017,Dec,4,51,MFT2,Mighty Fine,16474,0,1696
12/24/2017,Dec,4,51,Lamar,Rudys,0,0,0
12/24/2017,Dec,4,51,620,Rudys,143595,21555.14,6669
12/24/2017,Dec,4,51,Round Rock,Rudys,267618,64320.95,11050
12/24/2017,Dec,4,51,183,Rudys,307375,78108.24,12272
12/24/2017,Dec,4,51,360,Rudys,254456,80701.45,9520
12/31/2017,Dec,5,52,MF1,Mighty Fine,54620,0,5596
12/31/2017,Dec,5,52,MF2,Mighty Fine,54452,0,5586
12/31/2017,Dec,5,52,MF3,Mighty Fine,58312,0,6001
12/31/2017,Dec,5,52,MF4,Mighty Fine,62292,0,6462
12/31/2017,Dec,5,52,MFT1,Mighty Fine,0,0,0
12/31/2017,Dec,5,52,MFT2,Mighty Fine,13045,0,1342
12/31/2017,Dec,5,52,Lamar,Rudys,0,0,0
12/31/2017,Dec,5,52,620,Rudys,107761,13663.72,4963
12/31/2017,Dec,5,52,Round Rock,Rudys,182917,24431.39,8460
12/31/2017,Dec,5,52,360,Rudys,166213,26402.19,7607
12/31/2017,Dec,5,52,183,Rudys,204952,38730.48,9178
1/7/2018,Jan,1,1,MF1,Mighty Fine,57263,0,5839
1/7/2018,Jan,1,1,MF2,Mighty Fine,55515,0,5733
1/7/2018,Jan,1,1,MF3,Mighty Fine,59404,0,6176
1/7/2018,Jan,1,1,MF4,Mighty Fine,65493,0,6847
1/7/2018,Jan,1,1,MFT1,Mighty Fine,0,0,0
1/7/2018,Jan,1,1,MFT2,Mighty Fine,17157,0,1733
1/7/2018,Jan,1,1,Lamar,Rudys,0,0,0
1/7/2018,Jan,1,1,620,Rudys,106952,7337.75,5295
1/7/2018,Jan,1,1,Round Rock,Rudys,174393,18224.28,8645
1/7/2018,Jan,1,1,360,Rudys,158835,21650.63,7623
1/7/2018,Jan,1,1,183,Rudys,190521,24106.05,9328
1/14/2018,Jan,2,2,MF1,Mighty Fine,55413,0,5664
1/14/2018,Jan,2,2,MF2,Mighty Fine,51207,0,5255
1/14/2018,Jan,2,2,MF3,Mighty Fine,55114,0,5691
1/14/2018,Jan,2,2,MF4,Mighty Fine,57235,0,6013
1/14/2018,Jan,2,2,MFT1,Mighty Fine,0,0,0
1/14/2018,Jan,2,2,MFT2,Mighty Fine,17435,0,1735
1/14/2018,Jan,2,2,Lamar,Rudys,0,0,0
1/14/2018,Jan,2,2,620,Rudys,109202,11768.44,5386
1/14/2018,Jan,2,2,Round Rock,Rudys,177473,20165.78,8687
1/14/2018,Jan,2,2,360,Rudys,175698,30517.7,8030
1/14/2018,Jan,2,2,183,Rudys,214177,34092.38,10076
1/21/2018,Jan,3,3,MF1,Mighty Fine,51885,0,5277
1/21/2018,Jan,3,3,MF2,Mighty Fine,50231,0,5188
1/21/2018,Jan,3,3,MF3,Mighty Fine,51220,0,5315
1/21/2018,Jan,3,3,MF4,Mighty Fine,55077,0,5836
1/21/2018,Jan,3,3,MFT1,Mighty Fine,0,0,0
1/21/2018,Jan,3,3,MFT2,Mighty Fine,14678,0,1444
1/21/2018,Jan,3,3,Lamar,Rudys,0,0,0
1/21/2018,Jan,3,3,620,Rudys,100182,11915.41,4780
1/21/2018,Jan,3,3,360,Rudys,147321,24360.1,7041
1/21/2018,Jan,3,3,Round Rock,Rudys,162774,24360.1,7699
1/21/2018,Jan,3,3,183,Rudys,204008,40065.93,9229
1/28/2018,Jan,4,4,MF1,Mighty Fine,53488,0,5367
1/28/2018,Jan,4,4,MF2,Mighty Fine,52818,0,5399
1/28/2018,Jan,4,4,MF3,Mighty Fine,56163,0,5758
1/28/2018,Jan,4,4,MF4,Mighty Fine,56994,0,6040
1/28/2018,Jan,4,4,MFT1,Mighty Fine,0,0,0
1/28/2018,Jan,4,4,MFT2,Mighty Fine,20561,0,2049
1/28/2018,Jan,4,4,Lamar,Rudys,0,0,0
1/28/2018,Jan,4,4,620,Rudys,109096,12945,5349
1/28/2018,Jan,4,4,Round Rock,Rudys,170667,24709.94,8151
1/28/2018,Jan,4,4,360,Rudys,169927,29080.48,7765
1/28/2018,Jan,4,4,183,Rudys,218623,44178.17,9728
2/4/2018,Feb,1,5,MF1,Mighty Fine,53154,0,5315
2/4/2018,Feb,1,5,MF2,Mighty Fine,48855,0,4914
2/4/2018,Feb,1,5,MF3,Mighty Fine,50398,0,5107
2/4/2018,Feb,1,5,MF4,Mighty Fine,53855,0,5632
2/4/2018,Feb,1,5,MFT1,Mighty Fine,0,0,0
2/4/2018,Feb,1,5,MFT2,Mighty Fine,20166,0,1989
2/4/2018,Feb,1,5,Lamar,Rudys,0,0,0
2/4/2018,Feb,1,5,620,Rudys,112815,11901.62,5537
2/4/2018,Feb,1,5,Round Rock,Rudys,195211,38074.98,8681
2/4/2018,Feb,1,5,183,Rudys,221786,46507.45,9942
2/4/2018,Feb,1,5,360,Rudys,200690,51643.83,8264
2/11/2018,Feb,2,6,MF1,Mighty Fine,51643,0,5152
2/11/2018,Feb,2,6,MF2,Mighty Fine,48391,0,4852
2/11/2018,Feb,2,6,MF3,Mighty Fine,50250,0,5045
2/11/2018,Feb,2,6,MF4,Mighty Fine,54312,0,5684
2/11/2018,Feb,2,6,MFT1,Mighty Fine,0,0,0
2/11/2018,Feb,2,6,MFT2,Mighty Fine,17167,0,1700
2/11/2018,Feb,2,6,Lamar,Rudys,0,0,0
2/11/2018,Feb,2,6,620,Rudys,105405,12635.43,4977
2/11/2018,Feb,2,6,Round Rock,Rudys,171790,24362.59,8190
2/11/2018,Feb,2,6,360,Rudys,165361,28354.32,7582
2/11/2018,Feb,2,6,183,Rudys,203790,39126.43,9207
2/18/2018,Feb,3,7,MF1,Mighty Fine,50575,0,5080
2/18/2018,Feb,3,7,MF2,Mighty Fine,51411,0,5167
2/18/2018,Feb,3,7,MF3,Mighty Fine,56967,0,5748
2/18/2018,Feb,3,7,MF4,Mighty Fine,56355,0,5840
2/18/2018,Feb,3,7,MFT1,Mighty Fine,8127,0,706
2/18/2018,Feb,3,7,MFT2,Mighty Fine,19486,0,1928
2/18/2018,Feb,3,7,Lamar,Rudys,0,0,0
2/18/2018,Feb,3,7,620,Rudys,111732,11827.72,5351
2/18/2018,Feb,3,7,Round Rock,Rudys,182996,22061.7,8727
2/18/2018,Feb,3,7,360,Rudys,176415,29349.74,8100
2/18/2018,Feb,3,7,183,Rudys,212756,37747.88,9539
2/25/2018,Feb,4,8,MF1,Mighty Fine,53016,0,5283
2/25/2018,Feb,4,8,MF2,Mighty Fine,51267,0,5128
2/25/2018,Feb,4,8,MF3,Mighty Fine,56627,0,5789
2/25/2018,Feb,4,8,MF4,Mighty Fine,60989,0,6356
2/25/2018,Feb,4,8,MFT1,Mighty Fine,0,0,0
2/25/2018,Feb,4,8,MFT2,Mighty Fine,17387,0,1740
2/25/2018,Feb,4,8,Lamar,Rudys,0,0,0
2/25/2018,Feb,4,8,620,Rudys,111508,11349.09,5386
2/25/2018,Feb,4,8,Round Rock,Rudys,198392,37678.13,8790
2/25/2018,Feb,4,8,183,Rudys,217417,38929.72,9780
2/25/2018,Feb,4,8,360,Rudys,200974,45412.34,8384
3/4/2018,Mar,1,9,MF1,Mighty Fine,52960,0,5263
3/4/2018,Mar,1,9,MF2,Mighty Fine,49541,0,4999
3/4/2018,Mar,1,9,MF3,Mighty Fine,60147,0,6120
3/4/2018,Mar,1,9,MF4,Mighty Fine,60078,0,6195
3/4/2018,Mar,1,9,MFT1,Mighty Fine,8794,0,548
3/4/2018,Mar,1,9,MFT2,Mighty Fine,20430,0,2023
3/4/2018,Mar,1,9,Lamar,Rudys,0,0,0
3/4/2018,Mar,1,9,620,Rudys,120624,15071.35,5680
3/4/2018,Mar,1,9,Round Rock,Rudys,206290,34369.95,9399
3/4/2018,Mar,1,9,360,Rudys,202998,43605.59,8516
3/4/2018,Mar,1,9,183,Rudys,239217,53123.41,10207
3/11/2018,Mar,2,10,MF1,Mighty Fine,54620,0,5486
3/11/2018,Mar,2,10,MF2,Mighty Fine,49541,0,5016
3/11/2018,Mar,2,10,MF3,Mighty Fine,58733,0,6001
3/11/2018,Mar,2,10,MF4,Mighty Fine,58956,0,6024
3/11/2018,Mar,2,10,MFT1,Mighty Fine,12764,0,716
3/11/2018,Mar,2,10,MFT2,Mighty Fine,21908,0,2145
3/11/2018,Mar,2,10,Lamar,Rudys,0,0,0
3/11/2018,Mar,2,10,620,Rudys,116636,11175.57,5677
3/11/2018,Mar,2,10,Round Rock,Rudys,205068,30805.96,9303
3/11/2018,Mar,2,10,183,Rudys,232949,45067.81,10333
3/11/2018,Mar,2,10,360,Rudys,207090,46170.95,8582
3/18/2018,Mar,3,11,MF1,Mighty Fine,58112,0,5825
3/18/2018,Mar,3,11,MF2,Mighty Fine,55515,0,5596
3/18/2018,Mar,3,11,MF3,Mighty Fine,72743,0,7430
3/18/2018,Mar,3,11,MF4,Mighty Fine,63416,0,6597
3/18/2018,Mar,3,11,MFT1,Mighty Fine,7194,0,460
3/18/2018,Mar,3,11,MFT2,Mighty Fine,21695,0,2119
3/18/2018,Mar,3,11,Lamar,Rudys,0,0,0
3/18/2018,Mar,3,11,620,Rudys,121760,8190.73,5937
3/18/2018,Mar,3,11,360,Rudys,200307,22809.11,9391
3/18/2018,Mar,3,11,Round Rock,Rudys,210893,26921.62,9802
3/18/2018,Mar,3,11,183,Rudys,231017,38662.56,10500
3/25/2018,Mar,4,12,MF1,Mighty Fine,53530,0,5291
3/25/2018,Mar,4,12,MF2,Mighty Fine,52388,0,5262
3/25/2018,Mar,4,12,MF3,Mighty Fine,59039,0,5998
3/25/2018,Mar,4,12,MF4,Mighty Fine,58177,0,6026
3/25/2018,Mar,4,12,MFT1,Mighty Fine,6668,0,428
3/25/2018,Mar,4,12,MFT2,Mighty Fine,22334,0,2228
3/25/2018,Mar,4,12,Lamar,Rudys,0,0,0
3/25/2018,Mar,4,12,620,Rudys,127348,13184.52,6043
3/25/2018,Mar,4,12,Round Rock,Rudys,199998,27384.52,9293
3/25/2018,Mar,4,12,360,Rudys,214645,43743.17,9095
3/25/2018,Mar,4,12,183,Rudys,234856,44033.9,10574
4/1/2018,Mar,5,13,MF1,Mighty Fine,52511,0,5218
4/1/2018,Mar,5,13,MF2,Mighty Fine,51475,0,5128
4/1/2018,Mar,5,13,MF3,Mighty Fine,60978,0,6135
4/1/2018,Mar,5,13,MF4,Mighty Fine,55738,0,5774
4/1/2018,Mar,5,13,MFT1,Mighty Fine,0,0,0
4/1/2018,Mar,5,13,MFT2,Mighty Fine,22118,0,2189
4/1/2018,Mar,5,13,Lamar,Rudys,0,0,0
4/1/2018,Mar,5,13,620,Rudys,147841,20745.23,6707
4/1/2018,Mar,5,13,Round Rock,Rudys,236065,43303.94,10380
4/1/2018,Mar,5,13,360,Rudys,232182,48409,9689
4/1/2018,Mar,5,13,183,Rudys,266868,66187.46,10981
4/8/2018,Apr,1,14,MF1,Mighty Fine,53703,0,5397
4/8/2018,Apr,1,14,MF2,Mighty Fine,50192,0,5108
4/8/2018,Apr,1,14,MF3,Mighty Fine,59522,0,6050
4/8/2018,Apr,1,14,MF4,Mighty Fine,61482,0,6372
4/8/2018,Apr,1,14,MFT1,Mighty Fine,6053,0,400
4/8/2018,Apr,1,14,MFT2,Mighty Fine,21917,0,2138
4/8/2018,Apr,1,14,Lamar,Rudys,0,0,0
4/8/2018,Apr,1,14,620,Rudys,122191,16074.07,5558
4/8/2018,Apr,1,14,Round Rock,Rudys,200384,31195.14,9096
4/8/2018,Apr,1,14,360,Rudys,197736,37269.23,8639
4/8/2018,Apr,1,14,183,Rudys,226531,44873.56,10014
