week_ending,month,week_of_month,week_of_year,store,concept,sales,group_meal,guest_count
12/2/2018,Dec,1,48,183,Rudys,180352,32906.41,8103
12/9/2018,Dec,2,49,MF1,Mighty Fine,51336,0,4892
12/9/2018,Dec,2,49,MF2,Mighty Fine,47965,0,4660
12/9/2018,Dec,2,49,MF3,Mighty Fine,50368,0,5012
12/9/2018,Dec,2,49,MF4,Mighty Fine,54539,0,5472
12/9/2018,Dec,2,49,MFT2,Mighty Fine,14838,0,1513
12/9/2018,Dec,2,49,620,Rudys,107420,17004.32,4864
12/9/2018,Dec,2,49,Lamar,Rudys,107628,19556.9,5728
12/9/2018,Dec,2,49,360,Rudys,160981,35745.43,7526
12/9/2018,Dec,2,49,Round Rock,Rudys,193089,48189.31,8701
12/9/2018,Dec,2,49,183,Rudys,214350,60463.91,8618
12/16/2018,Dec,3,50,MF1,Mighty Fine,55590,0,5329
12/16/2018,Dec,3,50,MF2,Mighty Fine,50975,0,5003
12/16/2018,Dec,3,50,MF3,Mighty Fine,56702,0,5560
12/16/2018,Dec,3,50,MF4,Mighty Fine,61746,0,6136
12/16/2018,Dec,3,50,MFT2,Mighty Fine,19339,0,1948
12/16/2018,Dec,3,50,620,Rudys,106946,16176.79,4718
12/16/2018,Dec,3,50,Lamar,Rudys,117727,30743.4,5567
12/16/2018,Dec,3,50,Round Rock,Rudys,202970,46360.27,9430
12/16/2018,Dec,3,50,360,Rudys,181794,54360.9,7459
12/16/2018,Dec,3,50,183,Rudys,227715,70125.42,8833
12/23/2018,Dec,4,51,MF1,Mighty Fine,61682,0,5777
12/23/2018,Dec,4,51,MF2,Mighty Fine,59025,0,5654
12/23/2018,Dec,4,51,MF3,Mighty Fine,63828,0,6189
12/23/2018,Dec,4,51,MF4,Mighty Fine,70066,0,6879
12/23/2018,Dec,4,51,MFT2,Mighty Fine,20499,0,2070
12/23/2018,Dec,4,51,620,Rudys,125676,17833.48,5908
12/23/2018,Dec,4,51,Lamar,Rudys,122756,31504.24,6019
12/23/2018,Dec,4,51,Round Rock,Rudys,250286,68661.67,11365
12/23/2018,Dec,4,51,360,Rudys,216529,70273.78,8934
12/23/2018,Dec,4,51,183,Rudys,268848,86392.29,10585
12/30/2018,Dec,5,52,MF1,Mighty Fine,50863,0,4822
12/30/2018,Dec,5,52,MF2,Mighty Fine,45030,0,4369
12/30/2018,Dec,5,52,MF3,Mighty Fine,56857,0,5486
12/30/2018,Dec,5,52,MF4,Mighty Fine,56086,0,5542
12/30/2018,Dec,5,52,MFT2,Mighty Fine,12788,0,1309
12/30/2018,Dec,5,52,620,Rudys,119092,18040.62,5780
12/30/2018,Dec,5,52,Lamar,Rudys,92504,20056.72,4979
12/30/2018,Dec,5,52,360,Rudys,163001,29073.55,8873
12/30/2018,Dec,5,52,183,Rudys,197387,36616.18,10018
12/30/2018,Dec,5,52,Round Rock,Rudys,239389,42180.36,12840
1/6/2019,Jan,1,1,MF1,Mighty Fine,54793,0,5249
1/6/2019,Jan,1,1,MF2,Mighty Fine,51292,0,4996
1/6/2019,Jan,1,1,MF3,Mighty Fine,63110,0,6154
1/6/2019,Jan,1,1,MF4,Mighty Fine,65823,0,6490
1/6/2019,Jan,1,1,MFT2,Mighty Fine,15753,0,1632
1/6/2019,Jan,1,1,620,Rudys,104674,9293.29,5471
1/6/2019,Jan,1,1,Lamar,Rudys,87915,10900.45,5321
1/6/2019,Jan,1,1,360,Rudys,144909,19703.59,8147
1/6/2019,Jan,1,1,183,Rudys,178140,22505.81,9402
1/6/2019,Jan,1,1,Round Rock,Rudys,188349,28812.7,10542
1/13/2019,Jan,2,2,MF1,Mighty Fine,54243,0,5110
1/13/2019,Jan,2,2,MF2,Mighty Fine,46055,0,4463
1/13/2019,Jan,2,2,MF3,Mighty Fine,50633,0,4884
1/13/2019,Jan,2,2,MF4,Mighty Fine,54628,0,5481
1/13/2019,Jan,2,2,MFT2,Mighty Fine,17707,0,1785
1/13/2019,Jan,2,2,620,Rudys,102654,12914.3,4930
1/13/2019,Jan,2,2,Lamar,Rudys,95608,16730.01,5314
1/13/2019,Jan,2,2,Round Rock,Rudys,172706,21820.24,9377
1/13/2019,Jan,2,2,360,Rudys,143668,23530.76,7402
1/13/2019,Jan,2,2,183,Rudys,180438,31335.4,8828
1/20/2019,Jan,3,3,MF1,Mighty Fine,50858,0,4788
1/20/2019,Jan,3,3,MF2,Mighty Fine,44767,0,4363
1/20/2019,Jan,3,3,MF3,Mighty Fine,50448,0,4960
1/20/2019,Jan,3,3,MF4,Mighty Fine,55714,0,5660
1/20/2019,Jan,3,3,MFT2,Mighty Fine,16866,0,1717
1/20/2019,Jan,3,3,620,Rudys,98890,11062.08,4756
1/20/2019,Jan,3,3,Lamar,Rudys,101901,17203.93,5723
1/20/2019,Jan,3,3,360,Rudys,148332,22443.78,7825
1/20/2019,Jan,3,3,Round Rock,Rudys,182539,32030.88,9326
1/20/2019,Jan,3,3,183,Rudys,190155,38368.39,8973
1/27/2019,Jan,4,4,MF1,Mighty Fine,55412,0,5325
1/27/2019,Jan,4,4,MF2,Mighty Fine,47880,0,4637
1/27/2019,Jan,4,4,MF3,Mighty Fine,54464,0,5335
1/27/2019,Jan,4,4,MF4,Mighty Fine,58065,0,5842
1/27/2019,Jan,4,4,MFT2,Mighty Fine,18617,0,1885
1/27/2019,Jan,4,4,620,Rudys,101049,10231,4989
1/27/2019,Jan,4,4,Lamar,Rudys,105471,20383,5783
1/27/2019,Jan,4,4,Round Rock,Rudys,191874,29154,10013
1/27/2019,Jan,4,4,360,Rudys,159095,32257,7743
1/27/2019,Jan,4,4,183,Rudys,199452,39657,9537
2/3/2019,Feb,1,5,MF1,Mighty Fine,48395,0,4602
2/3/2019,Feb,1,5,MF2,Mighty Fine,44691,0,4364
2/3/2019,Feb,1,5,MF3,Mighty Fine,47766,0,4643
2/3/2019,Feb,1,5,MF4,Mighty Fine,53766,0,5389
2/3/2019,Feb,1,5,MFT2,Mighty Fine,17769,0,1769
2/3/2019,Feb,1,5,620,Rudys,113370,14062.09,5487
2/3/2019,Feb,1,5,Lamar,Rudys,107151,18664.62,6068
2/3/2019,Feb,1,5,360,Rudys,161770,33047.82,7940
2/3/2019,Feb,1,5,183,Rudys,196419,41585.26,9170
2/3/2019,Feb,1,5,Round Rock,Rudys,200527,42650.8,9761
2/10/2019,Feb,2,6,MF1,Mighty Fine,48584,0,4577
2/10/2019,Feb,2,6,MF2,Mighty Fine,42758,0,4195
2/10/2019,Feb,2,6,MF3,Mighty Fine,46646,0,4514
2/10/2019,Feb,2,6,MF4,Mighty Fine,54629,0,5485
2/10/2019,Feb,2,6,MFT2,Mighty Fine,15590,0,1568
2/10/2019,Feb,2,6,620,Rudys,97768,10087,4802
2/10/2019,Feb,2,6,Lamar,Rudys,99782,17138,5571
2/10/2019,Feb,2,6,Round Rock,Rudys,174461,26304,9122
2/10/2019,Feb,2,6,360,Rudys,156119,34449,7591
2/10/2019,Feb,2,6,183,Rudys,189499,39732,8691
2/17/2019,Feb,3,7,MF1,Mighty Fine,51822,0,4920
2/17/2019,Feb,3,7,MF2,Mighty Fine,50471,0,4915
2/17/2019,Feb,3,7,MF3,Mighty Fine,53868,0,5262
2/17/2019,Feb,3,7,MF4,Mighty Fine,58221,0,5788
2/17/2019,Feb,3,7,MFT2,Mighty Fine,18367,0,1856
2/17/2019,Feb,3,7,620,Rudys,110187,11875,5424
2/17/2019,Feb,3,7,Lamar,Rudys,118279,26096,6217
2/17/2019,Feb,3,7,360,Rudys,166394,26586,8627
2/17/2019,Feb,3,7,Round Rock,Rudys,194468,27780,10253
2/17/2019,Feb,3,7,183,Rudys,206527,39816,9830
2/24/2019,Feb,4,8,MF1,Mighty Fine,55904,0,5302
2/24/2019,Feb,4,8,MF2,Mighty Fine,51862,0,5066
2/24/2019,Feb,4,8,MF3,Mighty Fine,58652,0,5703
2/24/2019,Feb,4,8,MF4,Mighty Fine,63708,0,6398
2/24/2019,Feb,4,8,MFT2,Mighty Fine,19507,0,1967
2/24/2019,Feb,4,8,620,Rudys,112380,12395,5364
2/24/2019,Feb,4,8,360,Rudys,165873,23452,8802
2/24/2019,Feb,4,8,Lamar,Rudys,113851,23806,6148
2/24/2019,Feb,4,8,Round Rock,Rudys,205568,30605,10833
2/24/2019,Feb,4,8,183,Rudys,211795,41899,9895
3/3/2019,Mar,1,9,MF1,Mighty Fine,50819,0,4693
3/3/2019,Mar,1,9,MF2,Mighty Fine,47984,0,4607
3/3/2019,Mar,1,9,MF3,Mighty Fine,54880,0,5223
3/3/2019,Mar,1,9,MF4,Mighty Fine,60544,0,6010
3/3/2019,Mar,1,9,MFT2,Mighty Fine,17645,0,1779
3/3/2019,Mar,1,9,620,Rudys,116052,16000,5598
3/3/2019,Mar,1,9,Lamar,Rudys,113974,22415,6105
3/3/2019,Mar,1,9,Round Rock,Rudys,206406,32611,10798
3/3/2019,Mar,1,9,360,Rudys,176671,39403,8432
3/3/2019,Mar,1,9,183,Rudys,208340,44148,9721
3/10/2019,Mar,2,10,MF1,Mighty Fine,52078,0,4814
3/10/2019,Mar,2,10,MF2,Mighty Fine,51226,0,4922
3/10/2019,Mar,2,10,MF3,Mighty Fine,55206,0,5332
3/10/2019,Mar,2,10,MF4,Mighty Fine,60654,0,5951
3/10/2019,Mar,2,10,MFT2,Mighty Fine,20086,0,1971
3/10/2019,Mar,2,10,620,Rudys,106890,6495,5374
3/10/2019,Mar,2,10,Lamar,Rudys,109307,20131,6019
3/10/2019,Mar,2,10,Round Rock,Rudys,206485,30492,10903
3/10/2019,Mar,2,10,360,Rudys,183464,40089,8889
3/10/2019,Mar,2,10,183,Rudys,210417,45421,9727
3/17/2019,Mar,3,11,MF1,Mighty Fine,54423,0,5076
3/17/2019,Mar,3,11,MF2,Mighty Fine,52690,0,5059
3/17/2019,Mar,3,11,MF3,Mighty Fine,63139,0,6076
3/17/2019,Mar,3,11,MF4,Mighty Fine,60518,0,6005
3/17/2019,Mar,3,11,MFT2,Mighty Fine,19972,0,1981
3/17/2019,Mar,3,11,620,Rudys,115382,8841,6003
3/17/2019,Mar,3,11,Lamar,Rudys,119219,21693,6616
3/17/2019,Mar,3,11,Round Rock,Rudys,213956,29139,11581
3/17/2019,Mar,3,11,360,Rudys,179064,31421,9115
3/17/2019,Mar,3,11,183,Rudys,206511,35187,10202
3/24/2019,Mar,4,12,MF1,Mighty Fine,54760,0,5064
3/24/2019,Mar,4,12,MF2,Mighty Fine,48738,0,4698
3/24/2019,Mar,4,12,MF3,Mighty Fine,62003,0,5991
3/24/2019,Mar,4,12,MF4,Mighty Fine,61189,0,6024
3/24/2019,Mar,4,12,MFT2,Mighty Fine,18969,0,1835
3/24/2019,Mar,4,12,620,Rudys,112945,10035,5752
3/24/2019,Mar,4,12,Lamar,Rudys,106880,19318,5889
3/24/2019,Mar,4,12,360,Rudys,166686,19956,8918
3/24/2019,Mar,4,12,183,Rudys,200601,29645,9927
3/24/2019,Mar,4,12,Round Rock,Rudys,219047,34269,11601
3/31/2019,Mar,5,13,MF1,Mighty Fine,54316,0,5021
3/31/2019,Mar,5,13,MF2,Mighty Fine,50114,0,4803
3/31/2019,Mar,5,13,MF3,Mighty Fine,55858,0,5396
3/31/2019,Mar,5,13,MF4,Mighty Fine,58452,0,5773
3/31/2019,Mar,5,13,MFT2,Mighty Fine,21680,0,2146
3/31/2019,Mar,5,13,620,Rudys,130526,18364,6256
3/31/2019,Mar,5,13,Lamar,Rudys,127423,26176,6944
3/31/2019,Mar,5,13,360,Rudys,196260,34679,9836
3/31/2019,Mar,5,13,183,Rudys,224337,47149,10367
3/31/2019,Mar,5,13,Round Rock,Rudys,244246,48058,12086
4/7/2019,Apr,1,14,MF1,Mighty Fine,50444,0,4681
4/7/2019,Apr,1,14,MF2,Mighty Fine,49438,0,4792
4/7/2019,Apr,1,14,MF3,Mighty Fine,53386,0,5141
4/7/2019,Apr,1,14,MF4,Mighty Fine,57492,0,5701
4/7/2019,Apr,1,14,MFT2,Mighty Fine,18393,0,1859
4/7/2019,Apr,1,14,620,Rudys,114791,12460,5754
4/7/2019,Apr,1,14,Lamar,Rudys,120287,29908,6038
4/7/2019,Apr,1,14,Round Rock,Rudys,210813,34592,10945
4/7/2019,Apr,1,14,183,Rudys,202393,34705,9874
4/7/2019,Apr,1,14,360,Rudys,173470,34928,8260
4/14/2019,Apr,2,15,MF1,Mighty Fine,55234,0,5083
4/14/2019,Apr,2,15,MF2,Mighty Fine,52623,0,5064
4/14/2019,Apr,2,15,MF3,Mighty Fine,55936,0,5394
4/14/2019,Apr,2,15,MF4,Mighty Fine,61946,0,6091
4/14/2019,Apr,2,15,MFT2,Mighty Fine,21623,0,2147
4/14/2019,Apr,2,15,620,Rudys,124642,15588,6041
4/14/2019,Apr,2,15,Lamar,Rudys,128622,27104,6859
4/14/2019,Apr,2,15,Round Rock,Rudys,227280,37660,11704
4/14/2019,Apr,2,15,360,Rudys,209083,46819,9820
4/14/2019,Apr,2,15,183,Rudys,227955,48501,10670
4/21/2019,Apr,3,16,MF1,Mighty Fine,50461,0,4645
4/21/2019,Apr,3,16,MF2,Mighty Fine,48406,0,4619
4/21/2019,Apr,3,16,MF3,Mighty Fine,56608,0,5462
4/21/2019,Apr,3,16,MF4,Mighty Fine,57505,0,5658
4/21/2019,Apr,3,16,MFT2,Mighty Fine,22118,0,2168
4/21/2019,Apr,3,16,620,Rudys,133300,17325,6613
4/21/2019,Apr,3,16,Lamar,Rudys,126756,29699,6626
4/21/2019,Apr,3,16,Round Rock,Rudys,258443,54326,12767
4/21/2019,Apr,3,16,360,Rudys,225883,54772,10515
4/21/2019,Apr,3,16,183,Rudys,245362,60625,11374
4/28/2019,Apr,4,17,MF1,Mighty Fine,54262,0,5111
4/28/2019,Apr,4,17,MF2,Mighty Fine,49203,0,4741
4/28/2019,Apr,4,17,MF3,Mighty Fine,62026,0,5940
4/28/2019,Apr,4,17,MF4,Mighty Fine,59321,0,5912
4/28/2019,Apr,4,17,MFT2,Mighty Fine,21767,0,2150
4/28/2019,Apr,4,17,Lamar,Rudys,111925,18786,6285
4/28/2019,Apr,4,17,620,Rudys,130378,24008,5780
4/28/2019,Apr,4,17,Round Rock,Rudys,216086,37492,10517
4/28/2019,Apr,4,17,360,Rudys,200938,50150,8854
4/28/2019,Apr,4,17,183,Rudys,215223,51396,9403
5/5/2019,May,1,18,MF1,Mighty Fine,53698,0,5035
5/5/2019,May,1,18,MF2,Mighty Fine,48543,0,4635
5/5/2019,May,1,18,MF3,Mighty Fine,58516,0,5607
5/5/2019,May,1,18,MF4,Mighty Fine,58726,0,5811
5/5/2019,May,1,18,MFT2,Mighty Fine,21515,0,2105
5/5/2019,May,1,18,620,Rudys,124595,13015,5848
5/5/2019,May,1,18,Lamar,Rudys,122250,27969,6240
5/5/2019,May,1,18,Round Rock,Rudys,217320,35190,10860
5/5/2019,May,1,18,360,Rudys,192334,43450,8664
5/5/2019,May,1,18,183,Rudys,225242,59251,9404
5/12/2019,May,2,19,MF1,Mighty Fine,52073,0,4839
5/12/2019,May,2,19,MF2,Mighty Fine,45555,0,4351
5/12/2019,May,2,19,MF3,Mighty Fine,54851,0,5289
5/12/2019,May,2,19,MF4,Mighty Fine,57929,0,5731
5/12/2019,May,2,19,MFT2,Mighty Fine,18380,0,1813
5/12/2019,May,2,19,620,Rudys,125969,16218,6035
5/12/2019,May,2,19,Lamar,Rudys,122394,31116,5983
5/12/2019,May,2,19,360,Rudys,196200,40555,9547
5/12/2019,May,2,19,Round Rock,Rudys,252922,53043,12140
5/12/2019,May,2,19,183,Rudys,243343,60743,10528
5/19/2019,May,3,20,MF1,Mighty Fine,56962,0,5345
5/19/2019,May,3,20,MF2,Mighty Fine,51373,0,4913
5/19/2019,May,3,20,MF3,Mighty Fine,60034,0,5756
5/19/2019,May,3,20,MF4,Mighty Fine,61419,0,6066
5/19/2019,May,3,20,MFT2,Mighty Fine,22774,0,2212
5/19/2019,May,3,20,Lamar,Rudys,123500,26727,6548
5/19/2019,May,3,20,620,Rudys,141166,27720,5988
5/19/2019,May,3,20,183,Rudys,214573,43505,9812
5/19/2019,May,3,20,Round Rock,Rudys,235592,54852,10708
5/19/2019,May,3,20,360,Rudys,218706,59808,9372
5/26/2019,May,4,21,MF1,Mighty Fine,57496,0,5360
5/26/2019,May,4,21,MF2,Mighty Fine,53226,0,5141
5/26/2019,May,4,21,MF3,Mighty Fine,61479,0,6001
5/26/2019,May,4,21,MF4,Mighty Fine,62711,0,6222
5/26/2019,May,4,21,MFT2,Mighty Fine,23242,0,2283
5/26/2019,May,4,21,Lamar,Rudys,142863,38680,6934
5/26/2019,May,4,21,620,Rudys,167366,39015,6932
5/26/2019,May,4,21,360,Rudys,236972,61860,10325
5/26/2019,May,4,21,183,Rudys,252485,63008,11062
5/26/2019,May,4,21,Round Rock,Rudys,291839,83104,12505
6/2/2019,May,5,22,MF1,Mighty Fine,58247,0,5458
6/2/2019,May,5,22,MF2,Mighty Fine,55268,0,5430
6/2/2019,May,5,22,MF3,Mighty Fine,67716,0,6622
6/2/2019,May,5,22,MF4,Mighty Fine,73322,0,7288
6/2/2019,May,5,22,MFT2,Mighty Fine,23624,0,2340
6/2/2019,May,5,22,620,Rudys,160931,26483,7206
6/2/2019,May,5,22,Lamar,Rudys,130256,33105,6364
6/2/2019,May,5,22,360,Rudys,218008,47208,10009
6/2/2019,May,5,22,Round Rock,Rudys,262589,49842,12983
6/2/2019,May,5,22,183,Rudys,243502,51275,10968
6/9/2019,Jun,1,23,MF1,Mighty Fine,55888,0,5256
6/9/2019,Jun,1,23,MF2,Mighty Fine,51877,0,5063
6/9/2019,Jun,1,23,MF3,Mighty Fine,65260,0,6378
6/9/2019,Jun,1,23,MF4,Mighty Fine,64273,0,6349
6/9/2019,Jun,1,23,MFT2,Mighty Fine,21006,0,2073
6/9/2019,Jun,1,23,620,Rudys,133967,21138,6041
6/9/2019,Jun,1,23,Lamar,Rudys,115701,27827,5922
6/9/2019,Jun,1,23,Round Rock,Rudys,214080,30201,10922
6/9/2019,Jun,1,23,360,Rudys,192660,40182,8727
6/9/2019,Jun,1,23,183,Rudys,218359,49244,9612
6/16/2019,Jun,2,24,MF1,Mighty Fine,55715,0,5157
6/16/2019,Jun,2,24,MF2,Mighty Fine,52607,0,5054
6/16/2019,Jun,2,24,MF3,Mighty Fine,67909,0,6651
6/16/2019,Jun,2,24,MF4,Mighty Fine,64233,0,6438
6/16/2019,Jun,2,24,MFT2,Mighty Fine,22339,0,2214
6/16/2019,Jun,2,24,620,Rudys,140888,18681,6718
6/16/2019,Jun,2,24,Lamar,Rudys,125324,30326,6444
6/16/2019,Jun,2,24,360,Rudys,206801,39832,9929
6/16/2019,Jun,2,24,183,Rudys,228744,44307,10679
6/16/2019,Jun,2,24,Round Rock,Rudys,271207,56776,12962
6/23/2019,Jun,3,25,MF1,Mighty Fine,59116,0,5505
6/23/2019,Jun,3,25,MF2,Mighty Fine,51530,0,4999
6/23/2019,Jun,3,25,MF3,Mighty Fine,63399,0,6108
6/23/2019,Jun,3,25,MF4,Mighty Fine,59556,0,5966
6/23/2019,Jun,3,25,MFT2,Mighty Fine,20868,0,2068
6/23/2019,Jun,3,25,620,Rudys,123953,12193,5736
6/23/2019,Jun,3,25,360,Rudys,177469,23918,8963
6/23/2019,Jun,3,25,Lamar,Rudys,109764,24674,5643
6/23/2019,Jun,3,25,Round Rock,Rudys,215315,31202,10734
6/23/2019,Jun,3,25,183,Rudys,209984,42872,9396
6/30/2019,Jun,4,26,MF1,Mighty Fine,58497,0,5472
6/30/2019,Jun,4,26,MF2,Mighty Fine,51648,0,5048
6/30/2019,Jun,4,26,MF3,Mighty Fine,63430,0,6168
6/30/2019,Jun,4,26,MF4,Mighty Fine,61515,0,6152
6/30/2019,Jun,4,26,MFT2,Mighty Fine,21442,0,2111
6/30/2019,Jun,4,26,Lamar,Rudys,107782,22839,5774
6/30/2019,Jun,4,26,620,Rudys,134462,23649,5974
6/30/2019,Jun,4,26,360,Rudys,186192,33314,8841
6/30/2019,Jun,4,26,Round Rock,Rudys,214598,33418,10659
6/30/2019,Jun,4,26,183,Rudys,215813,48131,9511
7/7/2019,Jul,1,27,MF1,Mighty Fine,53689,0,5011
7/7/2019,Jul,1,27,MF2,Mighty Fine,50872,0,4893
7/7/2019,Jul,1,27,MF3,Mighty Fine,60046,0,5850
7/7/2019,Jul,1,27,MF4,Mighty Fine,58185,0,5784
7/7/2019,Jul,1,27,MFT2,Mighty Fine,21985,0,2169
7/7/2019,Jul,1,27,620,Rudys,153253,22773,7187
7/7/2019,Jul,1,27,Lamar,Rudys,123834,26749,6544
7/7/2019,Jul,1,27,183,Rudys,218964,37757,10812
7/7/2019,Jul,1,27,Round Rock,Rudys,258732,46046,13286
7/7/2019,Jul,1,27,360,Rudys,229447,51831,10570
7/14/2019,Jul,2,28,MF1,Mighty Fine,52940,0,4947
7/14/2019,Jul,2,28,MF2,Mighty Fine,50216,0,4934
7/14/2019,Jul,2,28,MF3,Mighty Fine,57815,0,5604
7/14/2019,Jul,2,28,MF4,Mighty Fine,60369,0,5974
7/14/2019,Jul,2,28,MFT2,Mighty Fine,19953,0,1989
7/14/2019,Jul,2,28,620,Rudys,118689,13654,5449
7/14/2019,Jul,2,28,Lamar,Rudys,109172,25461,5496
7/14/2019,Jul,2,28,Round Rock,Rudys,208019,31417,10392
7/14/2019,Jul,2,28,360,Rudys,183368,36645,8508
7/14/2019,Jul,2,28,183,Rudys,204551,41067,9343
7/21/2019,Jul,3,29,MF1,Mighty Fine,55311,0,5182
7/21/2019,Jul,3,29,MF2,Mighty Fine,50488,0,4916
7/21/2019,Jul,3,29,MF3,Mighty Fine,61123,0,5814
7/21/2019,Jul,3,29,MF4,Mighty Fine,63488,0,6418
7/21/2019,Jul,3,29,MFT2,Mighty Fine,20105,0,1997
7/21/2019,Jul,3,29,620,Rudys,123701,15740,5753
7/21/2019,Jul,3,29,Lamar,Rudys,105630,22425,5457
7/21/2019,Jul,3,29,Round Rock,Rudys,219380,38420,10606
7/21/2019,Jul,3,29,183,Rudys,202651,40491,9296
7/21/2019,Jul,3,29,360,Rudys,173700,55573,8183
7/28/2019,Jul,4,30,MF1,Mighty Fine,54298,0,5118
7/28/2019,Jul,4,30,MF2,Mighty Fine,53006,0,5206
7/28/2019,Jul,4,30,MF3,Mighty Fine,66659,0,6473
7/28/2019,Jul,4,30,MF4,Mighty Fine,61094,0,6126
7/28/2019,Jul,4,30,MFT2,Mighty Fine,21206,0,2078
7/28/2019,Jul,4,30,620,Rudys,129005,17890,5780
7/28/2019,Jul,4,30,Lamar,Rudys,105207,19487,5728
7/28/2019,Jul,4,30,360,Rudys,180267,30264,8658
7/28/2019,Jul,4,30,Round Rock,Rudys,211435,31704,10599
7/28/2019,Jul,4,30,183,Rudys,209572,42671,9603
8/4/2019,Aug,1,31,MF1,Mighty Fine,58637,,5524
8/4/2019,Aug,1,31,MF2,Mighty Fine,54410,,5302
8/4/2019,Aug,1,31,MF3,Mighty Fine,67378,,6521
8/4/2019,Aug,1,31,MF4,Mighty Fine,61023,,6116
8/4/2019,Aug,1,31,MFT2,Mighty Fine,20454,,2019
8/4/2019,Aug,1,31,620,Rudys,131900,18766,6039
8/4/2019,Aug,1,31,Lamar,Rudys,108443,21958,5669
8/4/2019,Aug,1,31,360,Rudys,182915,58335,8681
8/4/2019,Aug,1,31,Round Rock,Rudys,224577,35084,11424
8/4/2019,Aug,1,31,183,Rudys,207398,42300,9438
8/11/2019,Aug,2,32,MF1,Mighty Fine,57523,,5425
8/11/2019,Aug,2,32,MF2,Mighty Fine,52847,,5126
8/11/2019,Aug,2,32,MF3,Mighty Fine,66913,,6483
8/11/2019,Aug,2,32,MF4,Mighty Fine,67548,,6714
8/11/2019,Aug,2,32,MFT2,Mighty Fine,18704,,1817
8/11/2019,Aug,2,32,620,Rudys,131923,17698,5847
8/11/2019,Aug,2,32,Lamar,Rudys,101941,17119,5437
8/11/2019,Aug,2,32,360,Rudys,184603,31543,9044
8/11/2019,Aug,2,32,Round Rock,Rudys,231910,41499,11192
8/11/2019,Aug,2,32,183,Rudys,212844,44713,9594
